본부명,지사명,표준시설코드,시설명,대피소명,소재지,전화번호,수용가능인원,위도,경도
경북,예천,4790010022,운암,예천동부초교,경상북도 예천군 예천읍 백전리,054-652-2047,450.0,36.6662172,128.4514589
경북,예천,4790010022,운암,예천여자고등학교,경상북도 예천군 예천읍 백전리,054-652-0962,417.0,36.6662172,128.4514589
경북,예천,4790010022,운암,예천사,경상북도 예천군 예천읍 생천리,054-654-4745,31.0,36.6821961,128.4486753
경북,예천,4790010022,운암,용화사,경상북도 예천군 용문면 하금곡리,054-655-8977,29.0,36.6883947,128.4251143
경북,예천,4790010022,운암,능천리노인회관,경상북도 예천군 용문면 능천리,054-655-4888,54.0,36.7030584,128.4238574
경북,예천,4790010022,운암,예천군청소년수련원 ,경상북도 예천군 예천읍,054-650-6425,250.0,36.6566659,128.453453
경북,예천,4790010022,운암,예천중교 ,경상북도 예천군 예천읍,054-654-4477,223.0,36.6566659,128.453453
경북,예천,4790010022,운암,용화사 ,경상북도 예천군 용문면,054-655-8977,29.0,36.7063699,128.3943841
경북,예천,4790010022,운암,능천리노인회관 ,경상북도 예천군 용문면,054-655-4888,54.0,36.7063699,128.3943841
경북,예천,4790010022,운암,예천군문화회관 ,경상북도 예천군 예천읍,054-650-6422,785.0,36.6566659,128.453453
경북,예천,4790010022,운암,예천사 ,경상북도 예천군 예천읍,054-654-4745,31.0,36.6566659,128.453453
경북,예천,4790010022,운암,예천여자고등학교 ,경상북도 예천군 예천읍,054-652-0962,417.0,36.6566659,128.453453
경북,예천,4790010022,운암,예천동부초교 ,경상북도 예천군 예천읍,054-652-2047,450.0,36.6566659,128.453453
경북,영덕.울진,4777010108,백록,영2리 마을회관,경상북도 영덕군 병곡면 영리,,50.0,36.6175257,129.3829456
경북,영덕.울진,4777010108,백록,병곡면사무소,경상북도 영덕군 병곡면 병곡리,054-730-7833,,36.6026697,129.4094795
경북,영덕.울진,4777010108,백록,병곡초등학교,경상북도 영덕군 병곡면 병곡리,054-732-2006,100.0,36.6026697,129.4094795
경북,예천,4790010126,내지(금당),내지2리경로당,경상북도 예천군 용문면 내지리,,21.0,36.727758,128.3747663
경북,예천,4790010126,내지(금당),한국농어촌공사 문경예천,경상북도 예천군 예천읍 우계리,054-650-7132,,36.677019,128.4738981
경북,예천,4790010126,내지(금당),예천경찰서,경상북도 예천군 예천읍,054-650-2329,,36.6566659,128.453453
경북,예천,4790010126,내지(금당),경상북도,경상북도 안동시,054-880-2358,,36.5634629,128.7207236
경북,예천,4790010126,내지(금당),한국농어촌공사 경북지역본부,대구광역시 북구 구암동,053-320-0748,,35.932309,128.5672855
경북,예천,4790010126,내지(금당),예천읍주민센터,경상북도 예천군 예천읍,054-650-8382,,36.6566659,128.453453
경북,예천,4790010126,내지(금당),한국농어촌공사 경천지사,경상북도 예천군 예천읍 우계리,054-650-7132,,36.677019,128.4738981
경북,예천,4790010126,내지(금당),예천학생야영장,경상북도 예천군 용문면 원류리,054-655-6576,300.0,36.7085559,128.3891417
경북,예천,4790010126,내지(금당),하금1리경노당 ,경상북도 예천군 용문면,054-655-6129,20.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),제곡리경로당 ,경상북도 예천군 용문면,054-654-0008,20.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),용문초등학교 ,경상북도 예천군 용문면,054-655-8603,50.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),용문노인회관 ,경상북도 예천군 용문면,054-654-1318,20.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),예천군청소년수련원 ,경상북도 예천군 용문면,054-650-6425,250.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),맛질노인회 ,경상북도 예천군 용문면,054-655-1117,20.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),능천리경로당 ,경상북도 예천군 용문면,054-655-4888,20.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),구계경로당 ,경상북도 예천군 용문면,054-655-7959,20.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),용문중학교 ,경상북도 예천군 용문면,054-655-9382,50.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),예천학생양영장 ,경상북도 예천군 용문면,054-655-6576,300.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),생천노인회관 ,경상북도 예천군 용문면,054-654-5080,20.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),방송노인회관 ,경상북도 예천군 용문면,054-655-0036,20.0,36.7063699,128.3943841
경북,예천,4790010126,내지(금당),예천여자고등학교 ,경상북도 예천군 예천읍,054-700-5502,400.0,36.6566659,128.453453
경북,예천,4790010126,내지(금당),예천중학교 ,경상북도 예천군 예천읍,054-654-4477,200.0,36.6566659,128.453453
경북,예천,4790010126,내지(금당),대창중학교 ,경상북도 예천군 예천읍,054-654-7300,200.0,36.6566659,128.453453
경북,예천,4790010126,내지(금당),대창고등학교 ,경상북도 예천군 예천읍,054-654-3341,400.0,36.6566659,128.453453
경북,예천,4790010126,내지(금당),예천학생야영장 ,경상북도 예천군 용문면,054-655-6576,300.0,36.7063699,128.3943841
경북,예천,4790050012,내지,용문노인회관,경상북도 예천군 용문면,054-654-1318,20.0,36.7063699,128.3943841
경북,예천,4790050012,내지,하금1리경노당,경상북도 예천군 용문면,054-655-6129,20.0,36.7063699,128.3943841
경북,예천,4790050012,내지,맛질노인회,경상북도 예천군 용문면,054-655-1117,20.0,36.7063699,128.3943841
경북,예천,4790050012,내지,제곡리경로당,경상북도 예천군 용문면,054-654-0008,20.0,36.7063699,128.3943841
경북,예천,4790050012,내지,능천리경로당,경상북도 예천군 용문면,054-655-4888,20.0,36.7063699,128.3943841
경북,예천,4790050012,내지,구계경로당,경상북도 예천군 용문면,054-655-7959,20.0,36.7063699,128.3943841
경북,예천,4790050012,내지,예천군청소년수련원,경상북도 예천군 용문면,054-650-6425,250.0,36.7063699,128.3943841
경북,예천,4790050012,내지,예천여자고등학교,경상북도 예천군 예천읍,054-700-5502,400.0,36.6566659,128.453453
경북,예천,4790050012,내지,용문초등학교,경상북도 예천군 용문면,054-655-8603,50.0,36.7063699,128.3943841
경북,안동,4717010014,신양,한국전기안전공사,경상북도 안동시 남선면 이천리,054-601-4250,,36.5252413,128.8003517
경북,안동,4717010014,신양,서선초등학교,경상북도 안동시 풍산읍 수곡리,054-843-4105,440.0,36.5784424,128.6362199
경북,안동,4717010014,신양,풍북초등학교,경상북도 안동시 풍산읍 괴정리,054-858-5318,483.0,36.594313,128.5351305
경북,안동,4717010014,신양,풍산초등학교,경상북도 안동시 풍산읍 하리리,054-858-4013,908.0,36.5703954,128.5713661
경북,안동,4717010014,신양,풍산동신교회,경상북도 안동시 풍산읍 매곡리,054-858-4948,30.0,36.5938136,128.5571271
경북,안동,4717010014,신양,중대사,경상북도 안동시 풍산읍 안교리,054-858-4147,30.0,36.5740308,128.5594952
경북,안동,4717010014,신양,신양교회,경상북도 안동시 풍산읍 신양리,054-854-4804,60.0,36.6183975,128.5545816
경북,안동,4717010014,신양,신양초등학교,경상북도 안동시 풍산읍 신양리,054-855-4603,303.0,36.6183975,128.5545816
경북,안동,4717010014,신양,풍서초등학교,경상북도 안동시 풍천면 가곡리,054-853-2122,180.0,36.5705813,128.5231376
경북,안동,4717010014,신양,풍천중학교,경상북도 안동시 풍천면 도양리,054-853-2048,90.0,36.5567031,128.4888299
경북,안동,4717010014,신양,소산교회,경상북도 안동시 풍산읍 소산리,054-858-4075,30.0,36.5779476,128.5429604
경북,영덕.울진,4777010074,봉산,오천리마을회관,경상북도 영덕군 지품면 오천리,,25.0,36.4348434,129.3179174
경북,영덕.울진,4777010074,봉산,지품면사무소,경상북도 영덕군 지품면 신안리,054-730-7503,400.0,36.4512802,129.2691801
경북,영덕.울진,4777010074,봉산,눌곡리경로당,경상북도 영덕군 지품면 눌곡리,054-730-7503,100.0,36.4351824,129.2852903
경북,영덕.울진,4777010074,봉산,달산면사무소,경상북도 영덕군 달산면 대지리,054-730-7442,400.0,36.4035217,129.3022304
경북,영덕.울진,4777010074,봉산,용전보건소,경상북도 영덕군 달산면 용전리,054-730-7035,38.0,36.3980324,129.248015
경북,영덕.울진,4777010074,봉산,덕산2리마을회관,경상북도 영덕군 달산면 덕산리,,63.0,36.3819958,129.245084
경북,영덕.울진,4777010054,도천,장사리마을회관,경상북도 영덕군 남정면 장사리,,47.0,36.2853162,129.3558547
경북,영덕.울진,4777010054,도천,남정면사무소,경상북도 영덕군 남정면 장사리,054-730-7332,,36.2853162,129.3558547
경북,영덕.울진,4777010054,도천,도천마을회관,경상북도 영덕군 남정면 도천리,,38.0,36.3138414,129.3424546
경북,영덕.울진,4777010054,도천,봉전2리 마을회관,경상북도 영덕군 남정면 봉전리,054-733-5509,36.0,36.2985327,129.3476453
경북,영덕.울진,4777010054,도천,봉전1리 마을회관,경상북도 영덕군 남정면 봉전리,054-734-1272,33.0,36.2985327,129.3476453
경북,영덕.울진,4777010054,도천,장사마을회관,경상북도 영덕군 남정면 장사리,,47.0,36.2853162,129.3558547
경북,영덕.울진,4777010054,도천,남정초등학교,경상북도 영덕군 남정면 장사리,054-732-5213,478.0,36.2853162,129.3558547
제주,본부직할,4971010002,수산,애월읍사무소,제주특별자치도 제주시 애월읍 애월리,064-728-8892,,33.4595649,126.3226959
제주,본부직할,4971010002,수산,제주도청,제주특별자치도 제주시 연동,064-710-3671~8,,33.4659777,126.4934011
제주,본부직할,4971010002,수산,번대동회관,제주특별자치도 제주시 애월읍 하귀2리,,30.0,33.4790176,126.3976001
제주,본부직할,4971010002,수산,구엄리민회관,제주특별자치도 제주시 애월읍 구엄리,064-713-3130,100.0,33.4791227,126.3813732
전남,영암,4683010001,대동,영암군청,전라남도 영암군 영암읍 동무리,061-470-2619,,34.8007724,126.7001713
전남,영암,4683010001,대동,영암군청,전라남도 영암군 영암읍 동무리,061-470-2619,,34.8007724,126.7001713
전남,영암,4683010001,대동,재난안전 대책본부,전라남도 영암군,061-470-2519,,34.8001896,126.6982696
전남,영암,4683010001,대동,영암고등학교,전라남도 영암군 영암읍 회문리,061-473-2030,1196.0,34.7773008,126.6885976
전남,영암,4683010001,대동,신기노인복지회관,전라남도 영암군 영암읍 송평리,061-471-6622,20.0,34.8087108,126.6683763
전남,영암,4683010001,대동,영암초등학교,전라남도 영암군 영암읍 회문리,061-473-0799,2038.0,34.7773008,126.6885976
전남,영암,4683010196,춘동,미암서초등학교,전라남도 영암군 미암면 호포리,061-472-6562,350.0,34.6827926,126.5323544
전남,영암,4683010196,춘동,영암경찰서,전라남도 영암군 영암읍 서남리,061-470-0261,,34.7987477,126.6963528
전남,영암,4683010196,춘동,미암면사무소,전라남도 영암군 미암면 춘동리,061-470-6460,,34.6931732,126.5603164
전남,영암,4683010196,춘동,미암초등학교,전라남도 영암군 미암면 선황리,061-472-9590,629.0,34.71097779999999,126.5807275
전남,영암,4683010196,춘동,미암면사무소,전라남도 영암군 미암면 춘동리,061-470-6453,,34.6931732,126.5603164
전남,영암,4683010130,성양,영암군청,전라남도 영암군 영암읍 동무리,061-470-2619,,34.8007724,126.7001713
전남,영암,4683010130,성양,구림중학교,전라남도 영암군 군서면 모정리,061-472-9014,425.0,34.7756309,126.6093679
전남,영암,4683010130,성양,구림공업고등학교,전라남도 영암군 군서면 양장리,061-471-6311,962.0,34.7946905,126.6002774
전남,영암,4683010130,성양,구림초등학교,전라남도 영암군 군서면 동호리,061-472-0017,300.0,34.78977690000001,126.6231773
전남,영암,4683010004,사자,영암군청,전라남도 영암군 영암읍 동무리,061-470-2619,,34.8007724,126.7001713
전남,영암,4683010004,사자,영암군보건소,전라남도 영암군 영암읍 춘양리,061-470-6524,,34.7974701,126.7072472
전남,영암,4683010004,사자,영암군 실내체육관,전라남도 영암군 영암읍 교동리,061-470-2567,1221.0,34.7924651,126.6942946
전남,영암,4683010004,사자,백운마을회관,전라남도 영암군 영암읍 농덕리,-,300.0,34.7977451,126.746444
경남,고성.통영.거제,4882010188,봉암,동해면사무소,경상남도 고성군 동해면 장기리,055-670-5601,,35.0364165,128.4189965
경남,고성.통영.거제,4882010188,봉암,고성군소방서,경상남도 고성군 고성읍 송학리,055-670-9254,,34.9816379,128.3326764
경남,고성.통영.거제,4882010188,봉암,초등학교,경상남도 고성군 동해면 양촌리,055-672-5045,,35.0369247,128.4538904
경남,고성.통영.거제,4882010188,봉암,고성군보건소,경상남도 고성군,055-670-4001,,34.9775912,128.3204924
전남,영암,4683010119,성산,도포면사무소,전라남도 영암군 도포면 구학리,061-470-6300,,34.8510088,126.6386279
전남,영암,4683010119,성산,도포중학교,전라남도 영암군 도포면 구학리,061-472-3044,573.0,34.8510088,126.6386279
전남,영암,4683010119,성산,도포초등학교,전라남도 영암군 도포면 덕화리,061-472-9041,646.0,34.8371955,126.6323475
전남,영암,4683010119,성산,도포초등학교 수산분교,전라남도 영암군 도포면 수산리,061-472-3175,200.0,34.8443283,126.6656746
전남,영암,4683010119,성산,도포중학교,전라남도 영암군 도포면,061-472-3042,573.0,34.8451603,126.6416381
전남,영암,4683010119,성산,도포면사무소,전라남도 영암군 도포면 구학리,061-470-6292,,34.8510088,126.6386279
전남,영암,4683010119,성산,도포초등학교,전라남도 영암군 도포면,061-472-3016,646.0,34.8451603,126.6416381
전남,영암,4683010119,성산,도포중학교,전라남도 영암군 도포면 구학리,061-472-3044,573.0,34.8510088,126.6386279
전남,영암,4683010119,성산,도포초등학교 수산분교,전라남도 영암군 도포면 덕화리,061-472-3016,50.0,34.8371955,126.6323475
경북,예천,4790010065,죽안,예천문화회관,경상북도 예천군 예천읍,054-650-8252,592.0,36.6566659,128.453453
경북,예천,4790010065,죽안,유천초등학교,경상북도 예천군 유천면,054-653-4611,160.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,예천문화회관,경상북도 예천군 예천읍,054-650-8252,,36.6566659,128.453453
경북,예천,4790010065,죽안,유천초등학교,경상북도 예천군 유천면,054-653-4611,,36.6530423,128.3659486
경북,예천,4790010065,죽안,경상북도청,경상북도 안동시 풍천면 갈전리,054-880-2358,,36.570849,128.5059808
경북,예천,4790010065,죽안,성평교회,경상북도 예천군 유천면 성평리,054-654-4500,200.0,36.6554242,128.3994219
경북,예천,4790010065,죽안,고림회관,경상북도 예천군 유천면 고림리,054-655-2010,100.0,36.6494108,128.3547824
경북,예천,4790010065,죽안,새마을회관,경상북도 예천군 유천면 송전리,054-655-6610,100.0,36.6723221,128.3605292
경북,예천,4790010065,죽안,유천면,경상북도 예천군 유천면 가리,054-650-6608,,36.6327831,128.3857626
경북,예천,4790010065,죽안,화지노인회관,경상북도 예천군 유천면 화지리,054-653-8859,150.0,36.6360234,128.4016681
경북,예천,4790010065,죽안,상금3리회관,경상북도 예천군 유천면,054-655-2844,20.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,고림노인회관,경상북도 예천군 유천면,054-655-2010,20.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,가1리노인회관,경상북도 예천군 유천면,054-653-1125,20.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,송지노인회관,경상북도 예천군 유천면,054-653-5357,20.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,수심경로당,경상북도 예천군 유천면,054-652-4735,20.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,고평노인정,경상북도 예천군 예천읍,054-652-5375,20.0,36.6566659,128.453453
경북,예천,4790010065,죽안,유천초등학교,경상북도 예천군 유천면,054-653-4611,100.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,남부초등학교,경상북도 예천군 예천읍,054-654-2353,120.0,36.6566659,128.453453
경북,예천,4790010065,죽안,동부초등학교,경상북도 예천군 예천읍,054-652-2045,280.0,36.6566659,128.453453
경북,예천,4790010065,죽안,예천경찰서,경상북도 예천군,054-652-9112,,36.6574914,128.4611513
경북,예천,4790010065,죽안,경상북도,경상북도 안동시,054-880-2358,,36.5634629,128.7207236
경북,예천,4790010065,죽안,유천초등학교 ,경상북도 예천군 유천면,054-653-4611,100.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,수심경로당 ,경상북도 예천군 유천면,054-652-4735,20.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,송지노인회관 ,경상북도 예천군 유천면,054-653-5357,20.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,상금3리회관 ,경상북도 예천군 유천면,054-655-2844,20.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,고림노인회관 ,경상북도 예천군 유천면,054-655-2010,20.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,가1리노인회관 ,경상북도 예천군 유천면,054-653-1125,20.0,36.6530423,128.3659486
경북,예천,4790010065,죽안,동부초등학교 ,경상북도 예천군 예천읍,054-652-2045,280.0,36.6566659,128.453453
경북,예천,4790010065,죽안,남부초등학교 ,경상북도 예천군 예천읍,054-654-2353,120.0,36.6566659,128.453453
경북,예천,4790010065,죽안,고평노인정 ,경상북도 예천군 예천읍,054-652-5375,20.0,36.6566659,128.453453
경북,영덕.울진,4777010048,양성,남정면사무소,경상북도 영덕군 남정면 장사리,054-730-7302,,36.2853162,129.3558547
경북,영덕.울진,4777010048,양성,영덕국유림관리소,경상북도 영덕군 영해면 벌영리,054-732-1601,,36.5317367,129.389017
금강사업단,본부직할,4513090007,금강하구둑,서천중학교,충청남도 서천군 서천읍 군사리,041-953-0102,200.0,36.0755263,126.6944739
금강사업단,본부직할,4513090007,금강하구둑,서천역,충청남도 서천군 서천읍 화금리,041-953-7788,100.0,36.0841821,126.7073905
금강사업단,본부직할,4513090007,금강하구둑,삼산1리 경로당,충청남도 서천군 서천읍 삼산리,041-953-4821,30.0,36.0673959,126.7185392
금강사업단,본부직할,4513090007,금강하구둑,동강중학교,충청남도 서천군 기산면 두북리,041-951-4395,200.0,36.0685869,126.7379431
금강사업단,본부직할,4513090007,금강하구둑,장선초등학교,충청남도 서천군 마서면 신포리,041-953-3003,50.0,36.0425226,126.7308557
금강사업단,본부직할,4513090007,금강하구둑,신포교회,충청남도 서천군 마서면 신포리,041-956-1251,50.0,36.0425226,126.7308557
금강사업단,본부직할,4513090007,금강하구둑,원도삼마을회관,충청남도 서천군 마서면 도삼리,041-951-4179,30.0,36.0279169,126.7363119
금강사업단,본부직할,4513090007,금강하구둑,신기마을경로당,충청남도 서천군 마서면 도삼리,041-951-2027,30.0,36.0279169,126.7363119
금강사업단,본부직할,4513090007,금강하구둑,금당교회당,충청남도 서천군 화양면 금당리,041-951-9992,50.0,36.0579443,126.7557961
금강사업단,본부직할,4513090007,금강하구둑,화양초등학교,충청남도 서천군 화양면 봉명리,041-951-1515,150.0,36.0410131,126.7693252
금강사업단,본부직할,4513090007,금강하구둑,화양교회,충청남도 서천군 화양면 옥포리,041-951-1520,30.0,36.039332,126.7840808
금강사업단,본부직할,4513090007,금강하구둑,성덕교회,전라북도 군산시 성산면 성덕리,063-453-0261,50.0,36.01929,126.7671648
전남,영암,4683010147,학파1,구림중학교,전라남도 영암군 군서면 동구림리,061- 472-9014,425.0,34.7544111,126.6336942
전남,영암,4683010147,학파1,서호중학교,전라남도 영암군 삼호읍 서호리,061-472-7044,403.0,34.7273002,126.4947717
전남,영암,4683010147,학파1,장천초등학교,전라남도 영암군 서호면 쌍풍리,061-472-7054,840.0,34.7698936,126.5744755
전남,영암,4683010147,학파1,영암군청,전라남도 영암군 영암읍 동무리,061-470-2619,,34.8007724,126.7001713
전남,영암,4683010155,학파2,서호면사무소,전라남도 영암군 서호면 장천리,061-470-6380,,34.75225710000001,126.5714625
제주,본부직할,4971010003,용수,한경면사무소,제주특별자치도 제주시 한경면 신창리,064-728-1525,,33.3427823,126.1815477
제주,본부직할,4971010003,용수,용수리사무소,제주특별자치도 제주시 한경면 용수리,,,33.3238904,126.1799307
제주,본부직할,4971010003,용수,제주시청,제주특별자치도 제주시 이도이동,064-728-3755,,33.4953153,126.5394492
충남,세종.대전.금산,3017010004,봉곡,서구 흑석2동 경로당,대전광역시 서구 흑석동,042-583-3633,30.0,36.2646821,127.345078
충남,공주,3017010004,봉곡,복수초등학교,대전광역시 서구 복수동,042-580-3100,863.0,36.3023753,127.3766374
충남,공주,3017010004,봉곡,정림초등학교,대전광역시 서구 정림동,042-585-6309,628.0,36.3040849,127.3647477
충남,공주,3017010004,봉곡,가수원중학교,대전광역시 서구 가수원동,042-541-0145,54.0,36.3027066,127.35174
충남,공주,3017010004,봉곡,괴곡경로당,대전광역시 서구 괴곡동,042-583-8493,30.0,36.2812629,127.3554232
충남,공주,3017010004,봉곡,괴곡동마을회관,대전광역시 서구 괴곡동,042-582-7515,30.0,36.2812629,127.3554232
충남,공주,3017010004,봉곡,기성중학교,대전광역시 서구 흑석동,042-585-5303,54.0,36.2646821,127.345078
충남,공주,3017010004,봉곡,가수원초등학교,대전광역시 서구 가수원동,042-541-1334,145.0,36.3027066,127.35174
충남,공주,3017010004,봉곡,서구흑석2동경로당,대전광역시 서구 흑석동,042-583-3633,30.0,36.2646821,127.345078
